weeks,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
28,2007,0.621,0.417,10,-6.941,1,0.0231,0.288,0,0.119,0.289,99.953,203040
28,2007,0.459,0.891,10,-5.057,0,0.0623,0.00511,0,0.106,0.588,154.837,203507
27,2007,0.887,0.678,8,-5.414,0,0.36,0.0599,0,0.153,0.765,129.07,292373
27,2007,0.506,0.799,1,-6.58,1,0.38,0.0791,0,0.0929,0.461,120.405,236080
26,2007,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107
26,2007,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907
26,2007,0.545,0.753,3,-4.618,0,0.036,0.0417,0,0.389,0.434,105.754,282947
26,2007,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,211080
26,2007,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,221747
26,2007,0.526,0.667,9,-5.451,1,0.0437,0.0505,0,0.321,0.43,155.085,165779
25,2007,0.91,0.585,11,-7.572,0,0.257,0.0536,0,0.127,0.599,129.011,165067
25,2007,0.731,0.405,0,-14.41,1,0.148,0.0899,0,0.0696,0.591,125.96,168587
25,2007,0.551,0.598,1,-6.79,1,0.27,0.15,0,0.299,0.612,78.756,230613
25,2007,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76,448573
24,2007,0.425,0.554,6,-4.145,1,0.0298,0.134,8.56E-05,0.0963,0.288,83.917,237297
24,2007,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173
24,2007,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08E-05,0.129,0.29,147.01,245933
24,2007,0.456,0.379,1,-8.573,1,0.0685,0.63,3.10E-06,0.0983,0.225,149.967,162732
24,2007,0.597,0.931,11,-4.591,0,0.0984,0.127,0,0.0504,0.534,92.003,235200
24,2007,,,,,,,,,,,,
50,2008,0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,208107
49,2008,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,218147
48,2008,0.621,0.417,10,-6.941,1,0.0231,0.288,0,0.119,0.289,99.953,203040
48,2008,0.708,0.641,7,-4.296,1,0.0335,0.205,0,0.0945,0.253,113.082,268120
47,2008,0.91,0.585,11,-7.572,0,0.257,0.0536,0,0.127,0.599,129.011,165067
47,2008,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22E-05,0.102,0.502,118.008,208107
41,2008,0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,258827
40,2008,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,231400
39,2008,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85E-06,0.134,0.167,90.04,253813
39,2008,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,262467
38,2008,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,221747
36,2008,0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004,208493
36,2008,0.668,0.672,2,-4.931,1,0.0303,0.111,0,0.329,0.539,89.011,201107
35,2008,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
35,2008,0.466,0.759,8,-4.978,0,0.199,0.0521,0,0.0587,0.328,160.033,264373
35,2008,0.721,0.88,9,-3.896,0,0.0454,0.191,0,0.0769,0.655,110.021,202907
35,2008,,,,,,,,,,,,
33,2008,0.563,0.459,4,-7.781,0,0.0292,0.92,0.724,0.11,0.197,79.983,202536
32,2008,0.736,0.74,0,-2.18,1,0.0786,0.515,0,0.0468,0.803,140.141,221933
32,2008,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,242373
31,2008,0.492,0.859,4,-4.274,1,0.0332,0.0659,0,0.0756,0.251,92.474,223853
31,2008,0.333,0.457,9,-7.295,1,0.0307,0.241,0.0399,0.16,0.279,172.143,203360
30,2008,0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,284733
30,2008,,,,,,,,,,,,
30,2008,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26E-06,0.113,0.731,172.977,211520
30,2008,0.644,0.725,11,-4.618,1,0.0701,0.0112,0,0.146,0.584,77.977,222053
30,2008,0.647,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.015,219200
29,2008,,,,,,,,,,,,
29,2008,0.558,0.66,7,-6.223,1,0.0273,0.416,0,0.139,0.388,75.009,220893
28,2008,0.406,0.632,4,-5.115,1,0.0344,0.236,0,0.18,0.109,149.258,249440
28,2008,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211467
28,2008,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333
28,2008,0.733,0.744,1,-3.51,1,0.0553,0.0772,0,0.341,0.529,92.515,241133
27,2008,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49E-06,0.109,0.62,78.558,180387
27,2008,0.635,0.772,7,-4.825,1,0.0279,0.216,0,0.285,0.948,119.017,147893
27,2008,0.387,0.442,0,-7.086,1,0.0352,0.19,0,0.0788,0.382,169.481,185600
27,2008,0.8,0.591,6,-8.808,1,0.271,0.111,0,0.429,0.747,117.003,210387
27,2008,0.512,0.864,7,-4.146,1,0.0338,0.000821,0,0.0982,0.527,138.018,222827
27,2008,0.694,0.661,7,-4.847,1,0.118,0.00188,0,0.676,0.702,82.48,244627
27,2008,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,311867
26,2008,0.569,0.85,1,-5.134,1,0.055,0.000279,0,0.337,0.769,162.061,138097
26,2008,0.637,0.73,5,-5.38,0,0.0874,0.323,0,0.0981,0.732,93.867,218947
26,2008,0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921,238627
26,2008,0.575,0.686,1,-6.008,1,0.319,0.296,0,0.617,0.926,172.167,204040
26,2008,0.693,0.594,1,-6.408,1,0.0325,0.13,0,0.115,0.192,123.932,244107
25,2008,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306
25,2008,0.331,0.341,9,-6.057,0,0.0309,0.528,0,0.109,0.152,109.821,285935
25,2008,0.73,0.602,6,-3.782,0,0.206,0.362,3.69E-06,0.169,0.927,97.954,221133
25,2008,0.382,0.831,3,-7.104,1,0.0518,0.00218,8.83E-05,0.164,0.613,170.053,267633
25,2008,0.597,0.931,11,-4.591,0,0.0984,0.127,0,0.0504,0.534,92.003,235200
76,2009,,,,,,,,,,,,
51,2009,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,242373
49,2009,0.618,0.741,2,-3.95,1,0.031,0.17,0,0.0822,0.296,118.984,235267
49,2009,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26E-05,0.181,0.745,118.992,241933
46,2009,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760
41,2009,0.46,0.796,0,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,222067
40,2009,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64E-06,0.121,0.787,118.999,237200
39,2009,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,241853
39,2009,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
39,2009,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81E-06,0.0562,0.18,167.879,194561
37,2009,,,,,,,,,,,,
37,2009,0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921,238627
36,2009,0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008,213107
35,2009,0.733,0.334,1,-11.314,1,0.0811,0.327,0,0.116,0.267,119.935,319973
35,2009,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65E-05,0.107,0.246,147.464,260533
34,2009,0.512,0.864,7,-4.146,1,0.0338,0.000821,0,0.0982,0.527,138.018,222827
34,2009,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35E-05,0.114,0.443,129.964,231133
33,2009,0.866,0.857,9,-5.894,1,0.0664,0.13,0.0017,0.13,0.408,130.049,251440
31,2009,0.588,0.877,8,-4.78,1,0.16,0.00952,0,0.171,0.645,155.165,326187
31,2009,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43E-05,0.13,0.549,163.953,234173
31,2009,0.534,0.87,11,-3.078,0,0.0425,0.000334,0,0.241,0.462,126.019,215160
31,2009,0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053,249533
31,2009,0.406,0.632,4,-5.115,1,0.0344,0.236,0,0.18,0.109,149.258,249440
31,2009,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,261640
30,2009,0.387,0.442,0,-7.086,1,0.0352,0.19,0,0.0788,0.382,169.481,185600
30,2009,0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,211000
29,2009,0.622,0.467,2,-9.889,0,0.568,0.872,2.15E-06,0.0931,0.716,87.967,89625
28,2009,0.673,0.683,1,-5.693,1,0.115,0.522,0,0.235,0.713,171.86,232000
28,2009,0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,338853
28,2009,0.327,0.588,4,-6.611,1,0.0336,0.0834,0,0.104,0.329,161.074,236067
27,2009,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.272,193.437,193213
27,2009,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867
27,2009,0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,252653
27,2009,0.673,0.614,7,-5.426,1,0.103,0.0782,0,0.139,0.362,176.052,289747
27,2009,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15E-06,0.114,0.799,137.996,221267
27,2009,0.744,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.966,289133
26,2009,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55E-06,0.0879,0.253,128.942,234653
26,2009,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,204640
26,2009,,,,,,,,,,,,
26,2009,,,,,,,,,,,,
25,2009,0.566,0.713,6,-4.25,1,0.0418,0.645,0,0.114,0.805,169.861,238147
25,2009,0.707,0.562,0,-7.621,1,0.0305,0.124,1.58E-05,0.561,0.418,98.094,252026
25,2009,0.594,0.874,0,-3.716,1,0.0815,0.0116,0,0.549,0.628,119.964,196413
24,2009,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921
24,2009,,,,,,,,,,,,
24,2009,0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012,212507
24,2009,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,229120
24,2009,,,,,,,,,,,,
24,2009,0.572,0.783,11,-6.398,1,0.0353,0.0172,0,0.19,0.46,105.975,255493
24,2009,0.601,0.537,2,-9.143,1,0.115,0.0339,0,0.137,0.228,140.221,130201
60,2010,0.718,0.596,11,-8.195,0,0.053,0.073,0,0.0796,0.475,87.977,173066
57,2010,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760
56,2010,0.744,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.966,289133
54,2010,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,216773
50,2010,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35E-05,0.114,0.443,129.964,231133
44,2010,,,,,,,,,,,,
43,2010,0.63,0.696,10,-4.501,1,0.0242,0.144,0,0.0835,0.491,94.034,261427
40,2010,0.809,0.562,11,-7.694,0,0.0534,0.0816,0.000418,0.105,0.798,130.003,194347
40,2010,0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012,212507
38,2010,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,199693
34,2010,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680
34,2010,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,294573
34,2010,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187
34,2010,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,182307
33,2010,0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995,212432
33,2010,0.694,0.685,6,-6.535,0,0.133,0.224,0,0.124,0.306,158.831,196180
32,2010,0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,221253
31,2010,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,228347
31,2010,,,,,,,,,,,,
31,2010,0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,197437
31,2010,0.418,0.248,3,-9.997,1,0.0451,0.954,4.21E-06,0.108,0.298,130.953,243007
30,2010,0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,276920
30,2010,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14E-05,0.36,0.326,129.998,269493
30,2010,0.44,0.683,11,-4.732,0,0.0489,0.00706,0,0.0593,0.445,185.948,227320
30,2010,0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,180480
29,2010,0.416,0.546,7,-7.728,1,0.0297,0.492,0,0.0845,0.418,159.929,300333
29,2010,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,216933
29,2010,0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,201547
29,2010,0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,213293
29,2010,0.724,0.87,1,-3.614,0,0.113,0.00453,0,0.833,0.81,93.01,207547
28,2010,,,,,,,,,,,,
28,2010,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067
28,2010,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,199054
28,2010,0.482,0.833,5,-5.611,1,0.0449,0.000346,0,0.365,0.74,148.039,212293
28,2010,,,,,,,,,,,,
28,2010,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16E-06,0.0631,0.582,129.607,221840
27,2010,0.788,0.753,0,-3.71,1,0.0536,0.0038,0,0.18,0.403,125.005,234653
27,2010,0.597,0.517,0,-6.963,1,0.366,0.179,0,0.307,0.413,92.035,257560
27,2010,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47E-05,0.068,0.682,123.016,205733
27,2010,0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776,211160
27,2010,0.762,0.692,5,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906,208307
26,2010,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,232467
26,2010,0.608,0.845,6,-2.292,1,0.0597,0.136,0,0.111,0.322,98.976,218240
26,2010,0.76,0.696,0,-5.811,1,0.0491,0.0195,0,0.278,0.903,127.029,205884
25,2010,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13E-05,0.082,0.762,145.999,215867
25,2010,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,224693
25,2010,0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,248133
25,2010,0.733,0.664,8,-6.163,1,0.295,0.102,0,0.191,0.557,148.005,288133
25,2010,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373
25,2010,0.637,0.69,9,-3.214,0,0.0693,0.417,0,0.211,0.103,140.329,253907
53,2011,0.575,0.644,6,-5.68,0,0.0309,0.271,0,0.131,0.626,80.07,195013
50,2011,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,228093
48,2011,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,220734
48,2011,0.458,0.955,1,-3.415,0,0.0843,0.000995,0,0.214,0.533,136.017,213147
47,2011,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,199054
39,2011,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893
39,2011,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,262173
38,2011,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,252307
38,2011,0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,197437
36,2011,0.482,0.833,5,-5.611,1,0.0449,0.000346,0,0.365,0.74,148.039,212293
36,2011,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,222091
36,2011,0.366,0.651,4,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343,200707
35,2011,0.439,0.808,1,-6.881,1,0.346,0.00305,0,0.439,0.487,82.962,207000
34,2011,0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,220800
34,2011,0.723,0.86,11,-4.357,1,0.203,0.271,4.56E-06,0.598,0.667,126.979,200013
34,2011,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600
33,2011,0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,239613
33,2011,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,227741
33,2011,0.7,0.598,2,-7.783,1,0.114,0.0369,0,0.111,0.594,160.041,228453
33,2011,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,224693
33,2011,0.888,0.459,2,-8.154,1,0.0357,0.426,0,0.11,0.704,112.56,176078
32,2011,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,263773
31,2011,,,,,,,,,,,,
31,2011,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,246587
31,2011,0.595,0.912,10,-3.428,0,0.0884,0.0434,0,0.259,0.762,128.024,234453
31,2011,,,,,,,,,,,,
30,2011,,,,,,,,,,,,
30,2011,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,200467
30,2011,0.603,0.872,5,-5.404,0,0.0792,0.0213,0,0.366,0.691,150.104,206373
30,2011,0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,202960
29,2011,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373
29,2011,0.865,0.39,0,-5.541,1,0.127,0.473,0,0.0954,0.105,139.996,198427
29,2011,0.551,0.529,5,-10.469,0,0.0517,0.296,0.0093,0.178,0.521,75.515,182307
29,2011,,,,,,,,,,,,
28,2011,0.778,0.776,9,-5.359,1,0.0362,0.0338,0.0216,0.0772,0.361,127.049,247615
28,2011,0.888,0.459,2,-8.154,1,0.0357,0.426,0,0.11,0.704,112.56,176078
27,2011,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71E-05,0.0586,0.638,125.911,235493
27,2011,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960
27,2011,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,276560
27,2011,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87E-06,0.117,0.635,127.024,229400
27,2011,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346
27,2011,0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,189109
26,2011,0.844,0.601,1,-5.283,1,0.157,0.0205,0,0.385,0.331,73.989,242013
26,2011,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160
26,2011,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66E-05,0.073,0.812,120.013,219973
26,2011,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303
26,2011,0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,216893
26,2011,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720
25,2011,0.515,0.467,11,-10.623,1,0.0494,0.633,0,0.107,0.346,114.532,278440
25,2011,0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02,217667
68,2012,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,262173
65,2012,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,228093
52,2012,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,193749
50,2012,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973
49,2012,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160
45,2012,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,252307
44,2012,,,,,,,,,,,,
43,2012,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938,277040
43,2012,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68E-06,0.112,0.446,107.993,242974
43,2012,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,193400
42,2012,0.888,0.459,2,-8.154,1,0.0357,0.426,0,0.11,0.704,112.56,176078
42,2012,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,199480
42,2012,0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627
41,2012,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227
40,2012,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600
39,2012,0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,177280
39,2012,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,285240
39,2012,0.723,0.86,11,-4.357,1,0.203,0.271,4.56E-06,0.598,0.667,126.979,200013
38,2012,0.584,0.712,11,-4.311,0,0.0395,0.0112,1.05E-06,0.114,0.286,126.043,256560
38,2012,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720
37,2012,0.748,0.551,11,-6.12,1,0.0349,0.235,0,0.119,0.66,103.953,144533
37,2012,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960
37,2012,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,221947
37,2012,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133
36,2012,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,232947
36,2012,0.789,0.858,1,-5.542,1,0.311,0.127,0,0.349,0.775,140.022,219333
36,2012,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,195973
35,2012,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,164819
35,2012,0.63,0.894,10,-4.592,1,0.0544,0.255,0,0.181,0.364,142.051,218520
34,2012,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22E-05,0.0888,0.299,121.845,277387
34,2012,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,199987
34,2012,0.421,0.476,0,-7.692,1,0.0298,0.268,0,0.0816,0.3,169.784,228840
33,2012,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,245040
32,2012,0.715,0.655,0,-6.425,1,0.137,0.0525,0,0.115,0.531,95.078,207333
32,2012,0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,205347
32,2012,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,278719
32,2012,0.563,0.496,6,-9.381,0,0.406,0.0685,5.80E-05,0.173,0.426,139.993,329320
31,2012,0.739,0.756,4,-4.828,1,0.0394,0.0136,0,0.37,0.523,110.028,231387
31,2012,0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,210627
30,2012,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,266600
30,2012,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,161385
29,2012,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36E-05,0.38,0.55,107.984,216733
29,2012,0.757,0.547,7,-4.573,1,0.0355,0.0115,0,0.0445,0.793,126.977,231693
29,2012,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,190627
29,2012,0.576,0.835,2,-6.826,1,0.0486,0.337,0,0.082,0.476,150.017,257720
29,2012,0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,224653
28,2012,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06E-06,0.0915,0.353,79.936,163133
28,2012,,,,,,,,,,,,
28,2012,0.831,0.427,2,-6.903,1,0.106,0.0531,0,0.307,0.216,93.004,235320
27,2012,0.612,0.749,0,-5.014,1,0.0446,0.615,0,0.167,0.574,120.052,223267
68,2013,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813
67,2013,0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051,259093
62,2013,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06E-06,0.0915,0.353,79.936,163133
59,2013,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973
57,2013,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,193749
56,2013,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938,277040
54,2013,0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148,208960
50,2013,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,193400
49,2013,0.781,0.526,6,-6.986,0,0.293,0.0633,0,0.0457,0.665,94.993,235613
48,2013,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,266600
47,2013,,,,,,,,,,,,
46,2013,0.421,0.476,0,-7.692,1,0.0298,0.268,0,0.0816,0.3,169.784,228840
44,2013,0.584,0.712,11,-4.311,0,0.0395,0.0112,1.05E-06,0.114,0.286,126.043,256560
44,2013,0.878,0.455,0,-8.845,1,0.077,0.0462,0.00484,0.0353,0.79,129.953,128013
42,2013,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147
42,2013,0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998,219467
40,2013,0.895,0.468,0,-5.777,0,0.378,0.342,0,0.213,0.428,118.019,174915
39,2013,,,,,,,,,,,,
39,2013,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36E-05,0.38,0.55,107.984,216733
36,2013,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,233478
36,2013,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733
36,2013,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,219720
35,2013,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93E-06,0.0759,0.843,119.993,263827
